,serial_number,tag,x,y
438,20UPGM22601080,FmarkBL,-18.85015,-18.660999999999998
439,20UPGM22601080,FmarkBR,18.724500000000003,-18.6415
440,20UPGM22601081,AsicFmarkTL,-21.0613,20.7053
441,20UPGM22601081,AsicFmarkTR,20.9482,20.75515
442,20UPGM22601081,AsicFmarkBL,-21.0535,-19.36935
443,20UPGM22601081,AsicFmarkBR,20.961850000000002,-19.333700000000004
444,20UPGM22601081,FmarkTL,-18.855999999999998,19.991650000000003
445,20UPGM22601081,FmarkTR,18.716700000000003,19.997500000000002
446,20UPGM22601081,FmarkBL,-18.863799999999998,-18.555699999999998
447,20UPGM22601081,FmarkBR,18.716700000000003,-18.56935
448,20UPGM22601082,AsicFmarkTL,-21.073,20.63315
449,20UPGM22601082,AsicFmarkTR,20.94235,20.7298
450,20UPGM22601082,AsicFmarkBL,-20.995,-19.4415
451,20UPGM22601082,AsicFmarkBR,21.0145,-19.341500000000003
452,20UPGM22601082,FmarkTL,-18.8365,19.927300000000002
453,20UPGM22601082,FmarkTR,18.736200000000004,19.9858
454,20UPGM22601082,FmarkBL,-18.79165,-18.62785
455,20UPGM22601082,FmarkBR,18.783,-18.5752
456,20UPGM22601083,AsicFmarkTL,,
457,20UPGM22601083,AsicFmarkTR,,
458,20UPGM22601083,AsicFmarkBL,,
459,20UPGM22601083,AsicFmarkBR,,
460,20UPGM22601083,FmarkTL,,
461,20UPGM22601083,FmarkTR,,
462,20UPGM22601083,FmarkBL,,
463,20UPGM22601083,FmarkBR,,
464,20UPGM22601084,AsicFmarkTL,-21.10615,20.6078
465,20UPGM22601084,AsicFmarkTR,20.909200000000002,20.73565
466,20UPGM22601084,AsicFmarkBL,-21.0028,-19.46685
467,20UPGM22601084,AsicFmarkBR,21.0145,-19.361
468,20UPGM22601084,FmarkTL,-18.8443,19.946800000000003
469,20UPGM22601084,FmarkTR,18.73035,19.978
470,20UPGM22601084,FmarkBL,-18.8053,-18.622
471,20UPGM22601084,FmarkBR,18.7635,-18.583
472,20UPGM22601085,AsicFmarkTL,-21.1003,20.6975
473,20UPGM22601085,AsicFmarkTR,20.92285,20.75515
474,20UPGM22601085,AsicFmarkBL,-21.0613,-19.38885
475,20UPGM22601085,AsicFmarkBR,20.956,-19.333700000000004
476,20UPGM22601085,FmarkTL,-18.855999999999998,19.978
477,20UPGM22601085,FmarkTR,18.724500000000003,20.005300000000002
478,20UPGM22601085,FmarkBL,-18.8443,-18.56935
479,20UPGM22601085,FmarkBR,18.736200000000004,-18.555699999999998
480,20UPGM22601086,AsicFmarkTL,-21.10615,20.65265
481,20UPGM22601086,AsicFmarkTR,20.90335,20.7493
482,20UPGM22601086,AsicFmarkBL,-21.0145,-19.4337
483,20UPGM22601086,AsicFmarkBR,20.9872,-19.341500000000003
484,20UPGM22601086,FmarkTL,-18.86965,19.9663
485,20UPGM22601086,FmarkTR,18.705000000000002,19.991650000000003
486,20UPGM22601086,FmarkBL,-18.8443,-18.583
487,20UPGM22601086,FmarkBR,18.73035,-18.56935
488,20UPGM22601087,AsicFmarkTL,-21.073,20.6585
489,20UPGM22601087,AsicFmarkTR,20.936500000000002,20.7298
490,20UPGM22601087,AsicFmarkBL,-21.0223,-19.422
491,20UPGM22601087,AsicFmarkBR,20.995,-19.361
492,20UPGM22601087,FmarkTL,-18.855999999999998,19.978
493,20UPGM22601087,FmarkTR,18.716700000000003,19.991650000000003
494,20UPGM22601087,FmarkBL,-18.85015,-18.5752
495,20UPGM22601087,FmarkBR,18.724500000000003,-18.56935
496,20UPGM22601088,AsicFmarkTL,-21.086650000000002,20.61365
497,20UPGM22601088,AsicFmarkTR,20.9287,20.722
498,20UPGM22601088,AsicFmarkBL,-21.0028,-19.4727
499,20UPGM22601088,AsicFmarkBR,21.006700000000002,-19.372700000000002
500,20UPGM22601088,FmarkTL,-18.85015,19.919500000000003
501,20UPGM22601088,FmarkTR,18.716700000000003,19.9663
502,20UPGM22601088,FmarkBL,-18.811149999999998,-18.64735
503,20UPGM22601088,FmarkBR,18.7557,-18.5947
504,20UPGM22601089,AsicFmarkTL,-21.073,20.6078
505,20UPGM22601089,AsicFmarkTR,20.92285,20.761
506,20UPGM22601089,AsicFmarkBL,-20.956,-19.4727
507,20UPGM22601089,AsicFmarkBR,21.03985,-19.322000000000003
508,20UPGM22601089,FmarkTL,-18.85015,19.93315
509,20UPGM22601089,FmarkTR,18.716700000000003,19.997500000000002
510,20UPGM22601089,FmarkBL,-18.811149999999998,-18.62785
511,20UPGM22601089,FmarkBR,18.7752,-18.5752
512,20UPGM22601090,AsicFmarkTL,-21.0925,20.6273
513,20UPGM22601090,AsicFmarkTR,20.917,20.8195
514,20UPGM22601090,AsicFmarkBL,-20.93065,-19.4727
515,20UPGM22601090,AsicFmarkBR,21.059350000000002,-19.2752
516,20UPGM22601090,FmarkTL,-18.908649999999998,19.927300000000002
517,20UPGM22601090,FmarkTR,18.6582,20.0755
518,20UPGM22601090,FmarkBL,-18.75265,-18.6337
519,20UPGM22601090,FmarkBR,18.822000000000003,-18.49135
520,20UPGM22601094,AsicFmarkTL,-21.073,20.6273
521,20UPGM22601094,AsicFmarkTR,20.936500000000002,20.683
522,20UPGM22601094,AsicFmarkBL,-21.034,-19.4532
523,20UPGM22601094,AsicFmarkBR,20.961850000000002,-19.411700000000003
524,20UPGM22601094,FmarkTL,-18.863799999999998,19.927300000000002
525,20UPGM22601094,FmarkTR,18.705000000000002,19.952650000000002
526,20UPGM22601094,FmarkBL,-18.8443,-18.622
527,20UPGM22601094,FmarkBR,18.724500000000003,-18.608349999999998
528,20UPGM22601096,AsicFmarkTL,-21.0535,20.6585
529,20UPGM22601096,AsicFmarkTR,20.9482,20.73565
530,20UPGM22601096,AsicFmarkBL,-20.995,-19.4142
531,20UPGM22601096,AsicFmarkBR,21.006700000000002,-19.347350000000002
532,20UPGM22601096,FmarkTL,-18.8443,19.9663
533,20UPGM22601096,FmarkTR,18.736200000000004,19.9858
534,20UPGM22601096,FmarkBL,-18.83065,-18.583
535,20UPGM22601096,FmarkBR,18.749850000000002,-18.56935
536,20UPGM22601099,AsicFmarkTL,-21.10615,20.6078
537,20UPGM22601099,AsicFmarkTR,20.909200000000002,20.67715
538,20UPGM22601099,AsicFmarkBL,-21.0613,-19.46685
539,20UPGM22601099,AsicFmarkBR,20.961850000000002,-19.40585
540,20UPGM22601099,FmarkTL,-18.86965,19.93315
541,20UPGM22601099,FmarkTR,18.697200000000002,19.952650000000002
542,20UPGM22601099,FmarkBL,-18.863799999999998,-18.608349999999998
543,20UPGM22601099,FmarkBR,18.705000000000002,-18.6025
544,20UPGM22601100,AsicFmarkTL,-21.04765,20.678
545,20UPGM22601100,AsicFmarkTR,20.9482,20.722
546,20UPGM22601100,AsicFmarkBL,-21.0145,-19.40835
547,20UPGM22601100,AsicFmarkBR,20.98135,-19.372700000000002
548,20UPGM22601100,FmarkTL,-18.8365,19.9858
549,20UPGM22601100,FmarkTR,18.736200000000004,19.997500000000002
550,20UPGM22601100,FmarkBL,-18.8248,-18.5752
551,20UPGM22601100,FmarkBR,18.749850000000002,-18.563499999999998
552,20UPGM22601101,AsicFmarkTL,-21.0925,20.6585
553,20UPGM22601101,AsicFmarkTR,20.90335,20.77465
554,20UPGM22601101,AsicFmarkBL,-21.0223,-19.40835
555,20UPGM22601101,AsicFmarkBR,20.9755,-19.314200000000003
556,20UPGM22601101,FmarkTL,-18.88915,19.927300000000002
557,20UPGM22601101,FmarkTR,18.691350000000003,19.9585
558,20UPGM22601101,FmarkBL,-18.8365,-18.6532
559,20UPGM22601101,FmarkBR,18.736200000000004,-18.62785
560,20UPGM22601102,AsicFmarkTL,-21.073,20.65265
561,20UPGM22601102,AsicFmarkTR,20.94235,20.73565
562,20UPGM22601102,AsicFmarkBL,-21.0145,-19.4337
563,20UPGM22601102,AsicFmarkBR,21.00085,-19.347350000000002
564,20UPGM22601102,FmarkTL,-18.86965,19.946800000000003
565,20UPGM22601102,FmarkTR,18.705000000000002,19.991650000000003
566,20UPGM22601102,FmarkBL,-18.8365,-18.6142
567,20UPGM22601102,FmarkBR,18.749850000000002,-18.5752
568,20UPGM22601103,AsicFmarkTL,-21.073,20.691650000000003
569,20UPGM22601103,AsicFmarkTR,20.94235,20.73565
570,20UPGM22601103,AsicFmarkBL,-21.034,-19.3947
571,20UPGM22601103,AsicFmarkBR,20.961850000000002,-19.3532
572,20UPGM22601103,FmarkTL,-18.8365,19.997500000000002
573,20UPGM22601103,FmarkTR,18.736200000000004,19.991650000000003
574,20UPGM22601103,FmarkBL,-18.863799999999998,-18.555699999999998
575,20UPGM22601103,FmarkBR,18.724500000000003,-18.5752
576,20UPGM22601109,AsicFmarkTL,-21.06715,20.691650000000003
577,20UPGM22601109,AsicFmarkTR,20.9287,20.768800000000002
578,20UPGM22601109,AsicFmarkBL,-21.0223,-19.3947
579,20UPGM22601109,AsicFmarkBR,21.00085,-19.322000000000003
580,20UPGM22601109,FmarkTL,-18.863799999999998,19.972150000000003
581,20UPGM22601109,FmarkTR,18.716700000000003,20.017000000000003
582,20UPGM22601109,FmarkBL,-18.8248,-18.563499999999998
583,20UPGM22601109,FmarkBR,18.744000000000003,-18.54985
584,20UPGM22601111,AsicFmarkTL,-21.04765,20.736500000000003
585,20UPGM22601111,AsicFmarkTR,20.956,20.75515
586,20UPGM22601111,AsicFmarkBL,-21.0535,-19.344
587,20UPGM22601111,AsicFmarkBR,20.9482,-19.341500000000003
588,20UPGM22601111,FmarkTL,-18.863799999999998,20.024800000000003
589,20UPGM22601111,FmarkTR,18.716700000000003,20.036500000000004
590,20UPGM22601111,FmarkBL,-18.85015,-18.5362
591,20UPGM22601111,FmarkBR,18.716700000000003,-18.5167
592,20UPGM22601112,AsicFmarkTL,-21.0613,20.7053
593,20UPGM22601112,AsicFmarkTR,20.9287,20.761
594,20UPGM22601112,AsicFmarkBL,-21.02815,-19.3752
595,20UPGM22601112,AsicFmarkBR,20.9872,-19.32785
596,20UPGM22601112,FmarkTL,-18.8443,20.01115
597,20UPGM22601112,FmarkTR,18.724500000000003,20.005300000000002
598,20UPGM22601112,FmarkBL,-18.85015,-18.544
599,20UPGM22601112,FmarkBR,18.744000000000003,-18.5362
600,20UPGM22601113,AsicFmarkTL,-21.0808,20.63315
601,20UPGM22601113,AsicFmarkTR,20.9287,20.71615
602,20UPGM22601113,AsicFmarkBL,-21.00865,-19.4532
603,20UPGM22601113,AsicFmarkBR,20.995,-19.392200000000003
604,20UPGM22601113,FmarkTL,-18.863799999999998,19.952650000000002
605,20UPGM22601113,FmarkTR,18.71085,19.978
606,20UPGM22601113,FmarkBL,-18.8365,-18.622
607,20UPGM22601113,FmarkBR,18.749850000000002,-18.5947
608,20UPGM22601114,AsicFmarkTL,-21.10615,20.6663
609,20UPGM22601114,AsicFmarkTR,20.90335,20.768800000000002
610,20UPGM22601114,AsicFmarkBL,-21.0223,-19.422
611,20UPGM22601114,AsicFmarkBR,20.9872,-19.322000000000003
612,20UPGM22601114,FmarkTL,-18.863799999999998,19.9858
613,20UPGM22601114,FmarkTR,18.71085,20.017000000000003
614,20UPGM22601114,FmarkBL,-18.8443,-18.56935
615,20UPGM22601114,FmarkBR,18.73035,-18.54985
616,20UPGM22601115,AsicFmarkTL,-21.04765,20.6975
617,20UPGM22601115,AsicFmarkTR,20.961850000000002,20.7298
618,20UPGM22601115,AsicFmarkBL,-21.034,-19.3752
619,20UPGM22601115,AsicFmarkBR,20.9755,-19.3532
620,20UPGM22601115,FmarkTL,-18.85015,20.005300000000002
621,20UPGM22601115,FmarkTR,18.736200000000004,20.01115
622,20UPGM22601115,FmarkBL,-18.85015,-18.54985
623,20UPGM22601115,FmarkBR,18.736200000000004,-18.555699999999998
624,20UPGM22601116,AsicFmarkTL,-21.02815,20.7053
625,20UPGM22601116,AsicFmarkTR,20.961850000000002,20.7103
626,20UPGM22601116,AsicFmarkBL,-21.034,-19.383
627,20UPGM22601116,AsicFmarkBR,20.9677,-19.386350000000004
628,20UPGM22601116,FmarkTL,-18.83065,19.978
629,20UPGM22601116,FmarkTR,18.73035,19.9585
630,20UPGM22601116,FmarkBL,-18.85015,-18.583
631,20UPGM22601116,FmarkBR,18.73035,-18.6025
632,20UPGM22601117,AsicFmarkTL,-21.1198,20.6
633,20UPGM22601117,AsicFmarkTR,20.90335,20.7103
634,20UPGM22601117,AsicFmarkBL,-21.0223,-19.5
635,20UPGM22601117,AsicFmarkBR,20.9872,-19.3805
636,20UPGM22601117,FmarkTL,-18.88915,19.900000000000002
637,20UPGM22601117,FmarkTR,18.691350000000003,19.952650000000002
638,20UPGM22601117,FmarkBL,-18.8443,-18.6727
639,20UPGM22601117,FmarkBR,18.749850000000002,-18.62785
640,20UPGM22601118,AsicFmarkTL,-21.0925,20.561
641,20UPGM22601118,AsicFmarkTR,20.90335,20.69665
642,20UPGM22601118,AsicFmarkBL,-20.989150000000002,-19.5195
643,20UPGM22601118,AsicFmarkBR,21.02035,-19.392200000000003
644,20UPGM22601118,FmarkTL,-18.8755,19.9078
645,20UPGM22601118,FmarkTR,18.71085,19.939000000000004
646,20UPGM22601118,FmarkBL,-18.817,-18.6727
647,20UPGM22601118,FmarkBR,18.7557,-18.622
