,serial_number,qc_stage,scan_num,scan_tags,analysis_tags,analysis_value
263,20UPGPQ2601069,PCB_POPULATION,002,FlexB,FlexB_2_x,10.510725
264,20UPGPQ2601069,PCB_POPULATION,002,FlexB,FlexB_2_y,-19.959934999999998
265,20UPGPQ2601069,PCB_POPULATION,002,FlexB,FlexB_3_x,17.996225
266,20UPGPQ2601069,PCB_POPULATION,002,FlexB,FlexB_3_y,-19.949015
267,20UPGPQ2601069,PCB_POPULATION,002,HoleTL,HoleTL_x,-26.94321661958502
268,20UPGPQ2601069,PCB_POPULATION,002,HoleTL,HoleTL_y,27.142436192970106
269,20UPGPQ2601069,PCB_POPULATION,002,HoleTL,HoleTL_r,1.5113519056472324
270,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,SlotBR_x,27.050340786169365
271,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,SlotBR_y,-26.6065014958928
272,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,SlotBR_r,1.5260000000000002
273,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,SlotBR_alpha,-0.7853981633974483
274,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,FlexL_line,19.715563708157802
275,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,FlexR_line,-19.848310101134885
276,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,FlexT_line,-20.36692829065667
277,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,FlexB_line,19.978300749435412
278,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,FlexX,39.56385592671303
279,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,FlexY,40.34517290639159
280,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,HoleTL_diameter,3.022703811294465
281,20UPGPQ2601069,PCB_POPULATION,002,SlotBR,SlotBR_width,3.0520000000000005
282,20UPGPQ2601102,PCB_POPULATION,001,FlexL,FlexL_0_x,-19.78743
283,20UPGPQ2601102,PCB_POPULATION,001,FlexL,FlexL_0_y,19.369775
284,20UPGPQ2601102,PCB_POPULATION,001,FlexL,FlexL_1_x,-19.7838225
285,20UPGPQ2601102,PCB_POPULATION,001,FlexL,FlexL_1_y,5.099025
286,20UPGPQ2601102,PCB_POPULATION,001,FlexL,FlexL_2_x,-19.8099525
