,serial_number,x,y,z,tags,imagePath
37,20UPGM22601021,-10.1,21.0,8.162095999999998,SensorT,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8947.jpg
38,20UPGM22601021,10.0,21.0,8.172095999999998,SensorT,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8948.jpg
39,20UPGM22601021,18.0,21.0,8.186896,SensorT,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8949.jpg
40,20UPGM22601021,-19.400000000000002,-18.400000000000002,8.407796000000003,FlexL,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8950.jpg
41,20UPGM22601021,-19.400000000000002,-5.1000000000000005,8.416696000000004,FlexL,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8951.jpg
42,20UPGM22601021,-19.400000000000002,9.9,8.425095999999998,FlexL,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8952.jpg
43,20UPGM22601021,-19.400000000000002,18.7,8.427595999999998,FlexL,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8953.jpg
44,20UPGM22601021,-18.5,20.8,8.415095999999998,FlexT,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8954.jpg
45,20UPGM22601021,-10.5,20.8,8.431296000000001,FlexT,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8955.jpg
46,20UPGM22601021,10.5,20.8,8.441296000000003,FlexT,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8956.jpg
47,20UPGM22601021,18.5,20.8,8.430095999999997,FlexT,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8957.jpg
48,20UPGM22601021,19.5,18.7,8.433796000000003,FlexR,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8958.jpg
49,20UPGM22601021,19.5,10.700000000000001,8.435095999999998,FlexR,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8959.jpg
50,20UPGM22601021,19.5,-10.700000000000001,8.427595999999998,FlexR,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8960.jpg
51,20UPGM22601021,19.5,-18.7,8.423796000000003,FlexR,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8961.jpg
52,20UPGM22601021,18.0,-19.44,8.176595999999998,FlexB,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8962.jpg
53,20UPGM22601021,10.0,-19.44,8.205296000000002,FlexB,/nas/PreProduction/Module/20UPGM22601021/ASSEMBLY/Module_20UPGM22601021_ASSEMBLY_size_1/Img8963.jpg
