,serial_number,qc_stage,scan_num,tags,detect_x,detect_y
194,20UPGM22101021,MODULE_ASSEMBLY,001,FmarkBR,18.749850000000002,-18.5752
195,20UPGM22101021,MODULE_ASSEMBLY,001,FmarkTR,18.724500000000003,19.997500000000002
196,20UPGM22101021,MODULE_ASSEMBLY,001,AsicFmarkTL,-21.044300000000003,20.644000000000002
197,20UPGM22101021,MODULE_ASSEMBLY,001,AsicFmarkBL,-20.991650000000003,-19.42785
198,20UPGM22101021,MODULE_ASSEMBLY,001,AsicFmarkBR,21.00085,-19.386350000000004
199,20UPGM22101021,MODULE_ASSEMBLY,001,AsicFmarkTR,20.9677,20.7103
200,20UPGM22601021,MODULE_ASSEMBLY,003,AsicL,-21.1003,-18.5947
201,20UPGM22601021,MODULE_ASSEMBLY,003,AsicL,-21.10615,-9.98635
202,20UPGM22601021,MODULE_ASSEMBLY,003,AsicL,-21.1198,9.8518
203,20UPGM22601021,MODULE_ASSEMBLY,003,AsicL,-21.14515,19.5663
204,20UPGM22601021,MODULE_ASSEMBLY,003,AsicR,21.059350000000002,19.41615
205,20UPGM22601021,MODULE_ASSEMBLY,003,AsicR,21.07885,4.963500000000001
206,20UPGM22601021,MODULE_ASSEMBLY,003,AsicR,21.0925,-10.12035
207,20UPGM22601021,MODULE_ASSEMBLY,003,AsicR,21.104200000000002,-18.7677
208,20UPGM22601021,MODULE_ASSEMBLY,003,SensorT,-17.609025,21.1662375
209,20UPGM22601021,MODULE_ASSEMBLY,003,SensorT,-10.108775,21.182715
210,20UPGM22601021,MODULE_ASSEMBLY,003,SensorT,9.991225,21.208065
211,20UPGM22601021,MODULE_ASSEMBLY,003,SensorT,17.542725,21.04485
212,20UPGM22601021,MODULE_ASSEMBLY,003,SensorB,17.542725,-19.8740375
213,20UPGM22601021,MODULE_ASSEMBLY,003,SensorB,11.091225,-19.8833975
214,20UPGM22601021,MODULE_ASSEMBLY,003,SensorB,-9.415775,-19.9046525
215,20UPGM22601021,MODULE_ASSEMBLY,003,SensorB,-18.289275,-19.9206425
216,20UPGM22601021,MODULE_ASSEMBLY,003,FlexT,-18.508775,20.841535
217,20UPGM22601021,MODULE_ASSEMBLY,003,FlexT,-10.508775,20.842412500000002
218,20UPGM22601021,MODULE_ASSEMBLY,003,FlexT,10.491225,20.861035
219,20UPGM22601021,MODULE_ASSEMBLY,003,FlexT,18.842225,20.881705
220,20UPGM22601021,MODULE_ASSEMBLY,003,FlexB,17.571975,-19.5372075
221,20UPGM22601021,MODULE_ASSEMBLY,003,FlexB,9.922975,-19.533697500000002
222,20UPGM22601021,MODULE_ASSEMBLY,003,FlexB,-10.008775,-19.481925
223,20UPGM22601021,MODULE_ASSEMBLY,003,FlexB,-18.457275,-19.499280000000002
224,20UPGM22601021,MODULE_ASSEMBLY,003,FlexL,-19.8255875,-18.391225000000002
225,20UPGM22601021,MODULE_ASSEMBLY,003,FlexL,-19.820030000000003,-5.0912250000000006
226,20UPGM22601021,MODULE_ASSEMBLY,003,FlexL,-19.825295,9.908775
227,20UPGM22601021,MODULE_ASSEMBLY,003,FlexL,-19.8485,18.590799999999998
228,20UPGM22601021,MODULE_ASSEMBLY,003,FlexR,19.7428725,18.728275
229,20UPGM22601021,MODULE_ASSEMBLY,003,FlexR,19.73478,10.387025000000001
230,20UPGM22601021,MODULE_ASSEMBLY,003,FlexR,19.7477475,-10.603475000000001
231,20UPGM22601021,MODULE_ASSEMBLY,003,FlexR,19.7654925,-18.574225
232,20UPGM22601021,MODULE_ASSEMBLY,003,FmarkTL,-18.855999999999998,19.9585
233,20UPGM22601021,MODULE_ASSEMBLY,003,FmarkBL,-18.83065,-18.5947
234,20UPGM22601021,MODULE_ASSEMBLY,003,FmarkBR,18.744000000000003,-18.5752
235,20UPGM22601021,MODULE_ASSEMBLY,003,FmarkTR,18.724500000000003,19.9858
236,20UPGM22601021,MODULE_ASSEMBLY,003,AsicFmarkTL,-21.050150000000002,20.6518
237,20UPGM22601021,MODULE_ASSEMBLY,003,AsicFmarkBL,-20.997500000000002,-19.42785
238,20UPGM22601021,MODULE_ASSEMBLY,003,AsicFmarkBR,21.006700000000002,-19.372700000000002
239,20UPGM22601021,MODULE_ASSEMBLY,003,AsicFmarkTR,20.956,20.7103
